CLTC Drive Cycle																																		
BPM																																		
Universal_Format																																		
Duty_Cycle_Definition=0																																		
Duty_Cycle_Input_Type=1																																		
Duty_Cycle_Drive_Type=0																																		
Duty_Cycle_DC_Bus_Voltage_Definition=0																																		
Duty_Cycle_Data=																																		
Period	Elapsed Time	Time	Points	Torque [Start]	Torque [End]	Current [Start]	Current [End]	Armature Copper DC	Armature Copper AC	Aux Armature Copper	Field Copper	Stator Back Iron	Stator Tooth	Magnet	Rotor Back Iron	Embedded Magnet Pole	Rotor Tooth	Stray Load Stator Iron	Stray Load Rotor Iron	Stray Load Armature Copper	Stray Load Field Copper	Friction Front Bearing	Friction Rear Bearing	Brush Friction	Brush Electrical	Windage	Windage Exterior Fan	Encoder	Speed [Start]	Speed [End]	Fault	Ambient Temp [End]	Altitude [End]	DC Bus Voltage
3850	3850	1	1	-44.82636364	-44.8	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1441.954545	2495.545455	0	0	0	0
3851	3851	1	1	-44.8	-44.92545454	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2495.545455	3556.590909	0	0	0	0
3852	3852	1	1	-44.92545454	-44.8552381	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3556.590909	4606.227273	0	0	0	0
3853	3853	1	1	-44.8552381	-39.78545454	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4606.227273	5621.809524	0	0	0	0
3854	3854	1	1	-39.78545454	-31.71545454	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5621.809524	6628.954545	0	0	0	0
3855	3855	1	1	-31.71545454	-26.1009091	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6628.954545	7480.5	0	0	0	0
3856	3856	1	1	-26.1009091	-22.65545454	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7480.5	8119.5	0	0	0	0
3857	3857	1	1	-22.65545454	-19.98545455	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8119.5	8628.636364	0	0	0	0
3858	3858	1	1	-19.98545455	-17.83	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8628.636364	9062.818182	0	0	0	0
3859	3859	1	1	-17.83	-17.06272727	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9062.818182	9426.727273	0	0	0	0
3860	3860	1	1	-17.06272727	-14.68636364	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9426.727273	9751.181818	0	0	0	0
3861	3861	1	1	-14.68636364	-5.522857142	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9751.181818	10057.13636	0	0	0	0
3862	3862	1	1	-5.522857142	-6.156363636	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10057.13636	10209.28571	0	0	0	0
3863	3863	1	1	-6.156363636	-7.832727272	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10209.28571	10042.68182	0	0	0	0
3864	3864	1	1	-7.832727272	-7.767272728	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10042.68182	9762.409091	0	0	0	0
3865	3865	1	1	-7.767272728	-7.72	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9762.409091	9481.318182	0	0	0	0
3866	3866	1	1	-7.72	-7.612727272	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9481.318182	9200.227273	0	0	0	0
3867	3867	1	1	-7.612727272	-7.683809524	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9200.227273	8927.909091	0	0	0	0
3868	3868	1	1	-7.683809524	-7.72	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8927.909091	8659.047619	0	0	0	0
3869	3869	1	1	-7.72	-7.612380952	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8659.047619	8386.545455	0	0	0	0
3870	3870	1	1	-7.612380952	-7.692727272	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8386.545455	8124.047619	0	0	0	0
3871	3871	1	1	-7.692727272	-7.76	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8124.047619	7861.136364	0	0	0	0
3872	3872	1	1	-7.76	-7.902727272	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7861.136364	7598.090909	0	0	0	0
3873	3873	1	1	-7.902727272	-7.83909091	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7598.090909	7343.545455	0	0	0	0
3874	3874	1	1	-7.83909091	-7.76909091	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7343.545455	7088.318182	0	0	0	0
3875	3875	1	1	-7.76909091	-7.62	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7088.318182	6834.818182	0	0	0	0
3876	3876	1	1	-7.62	-7.651818182	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6834.818182	6590.666667	0	0	0	0
3877	3877	1	1	-7.651818182	-7.66	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6590.666667	6346.954545	0	0	0	0
3878	3878	1	1	-7.66	-7.513636364	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6346.954545	6104.863636	0	0	0	0
3879	3879	1	1	-7.513636364	-7.551818182	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6104.863636	5872.181818	0	0	0	0
3880	3880	1	1	-7.551818182	-7.47047619	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5872.181818	5634.909091	0	0	0	0
3881	3881	1	1	-7.47047619	-7.195238096	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5634.909091	5404.714286	0	0	0	0
3882	3882	1	1	-7.195238096	-7.1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5404.714286	5181.952381	0	0	0	0
3883	3883	1	1	-7.1	-6.955454546	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5181.952381	4963.454545	0	0	0	0
3884	3884	1	1	-6.955454546	-6.58909091	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4963.454545	4749.181818	0	0	0	0
3885	3885	1	1	-6.58909091	-6.38090909	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4749.181818	4546.636364	0	0	0	0
3886	3886	1	1	-6.38090909	-6.165714286	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4546.636364	4346.454545	0	0	0	0
3887	3887	1	1	-6.165714286	-5.787272728	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4346.454545	4159.952381	0	0	0	0
3888	3888	1	1	-5.787272728	-5.545454546	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4159.952381	3977.818182	0	0	0	0
3889	3889	1	1	-5.545454546	-5.28	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3977.818182	3802.772727	0	0	0	0
3890	3890	1	1	-5.28	-4.869565218	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3802.772727	3640.380952	0	0	0	0
3891	3891	1	1	-4.869565218	-4.653333334	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3640.380952	3483.130435	0	0	0	0
3892	3892	1	1	-4.653333334	-4.422727272	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3483.130435	3334	0	0	0	0
3893	3893	1	1	-4.422727272	-4.006363636	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3334	3195.636364	0	0	0	0
3894	3894	1	1	-4.006363636	-3.771818182	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3195.636364	3061.590909	0	0	0	0
3895	3895	1	1	-3.771818182	-3.535454546	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3061.590909	2936.181818	0	0	0	0
3896	3896	1	1	-3.535454546	-3.16	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2936.181818	2818.727273	0	0	0	0
3897	3897	1	1	-3.16	-2.977272728	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2818.727273	2710.333333	0	0	0	0
3898	3898	1	1	-2.977272728	-2.785454546	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2710.333333	2607.272727	0	0	0	0
3899	3899	1	1	-2.785454546	-2.457142858	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2607.272727	2509.772727	0	0	0	0
3900	3900	1	1	-2.457142858	-2.286363636	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2509.772727	2420.238095	0	0	0	0
3901	3901	1	1	-2.286363636	-2.08909091	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2420.238095	2336	0	0	0	0
3902	3902	1	1	-2.08909091	-1.750909091	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2336	2255.954545	0	0	0	0
3903	3903	1	1	-1.750909091	-1.618095238	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2255.954545	2183.454545	0	0	0	0
3904	3904	1	1	-1.618095238	-1.47	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2183.454545	2117.904762	0	0	0	0
3905	3905	1	1	-1.47	-1.181818182	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2117.904762	2056.772727	0	0	0	0
3906	3906	1	1	-1.181818182	-1.084545455	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2056.772727	1998.818182	0	0	0	0
3907	3907	1	1	-1.084545455	-0.984545455	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1998.818182	1945.545455	0	0	0	0
3908	3908	1	1	-0.984545455	-0.735238095	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1945.545455	1898.090909	0	0	0	0
3909	3909	1	1	-0.735238095	-0.675454545	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1898.090909	1854	0	0	0	0
3910	3910	1	1	-0.675454545	-0.6	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1854	1811.590909	0	0	0	0
3911	3911	1	1	-0.6	-0.378181818	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1811.590909	1773.238095	0	0	0	0
3912	3912	1	1	-0.378181818	-0.346363636	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1773.238095	1738.5	0	0	0	0
3913	3913	1	1	-0.346363636	-0.297142857	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1738.5	1705.545455	0	0	0	0
3914	3914	1	1	-0.297142857	-0.097272727	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1705.545455	1676.380952	0	0	0	0
3915	3915	1	1	-0.097272727	-0.088181818	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1676.380952	1648.636364	0	0	0	0
3916	3916	1	1	-0.088181818	-0.060952381	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1648.636364	1621.954545	0	0	0	0
3917	3917	1	1	-0.060952381	-0.133636364	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1621.954545	1598.428571	0	0	0	0
3918	3918	1	1	-0.133636364	-0.053636364	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1598.428571	1576.272727	0	0	0	0
3919	3919	1	1	-0.053636364	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1576.272727	1555.590909	0	0	0	0
3920	3920	1	1	0	-0.128181818	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1555.590909	1534.428571	0	0	0	0
3921	3921	1	1	-0.128181818	-0.055238095	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1534.428571	1512.090909	0	0	0	0
3922	3922	1	1	-0.055238095	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1512.090909	1492.285714	0	0	0	0
3923	3923	1	1	0	-0.125714286	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1492.285714	1471.454545	0	0	0	0
3924	3924	1	1	-0.125714286	-0.051818182	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1471.454545	1450.333333	0	0	0	0
3925	3925	1	1	-0.051818182	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1450.333333	1429.727273	0	0	0	0
3926	3926	1	1	0	-0.127272727	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1429.727273	1409.142857	0	0	0	0
3927	3927	1	1	-0.127272727	-0.052727273	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1409.142857	1387.909091	0	0	0	0
3928	3928	1	1	-0.052727273	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1387.909091	1368.318182	0	0	0	0
3929	3929	1	1	0	-0.127272727	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1368.318182	1347.857143	0	0	0	0
3930	3930	1	1	-0.127272727	-0.051818182	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1347.857143	1326.954545	0	0	0	0
3931	3931	1	1	-0.051818182	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1326.954545	1307.5	0	0	0	0
3932	3932	1	1	0	-0.124761905	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1307.5	1287.47619	0	0	0	0
3933	3933	1	1	-0.124761905	-0.052727273	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1287.47619	1267.047619	0	0	0	0
3934	3934	1	1	-0.052727273	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1267.047619	1247.545455	0	0	0	0
3935	3935	1	1	0	-0.125714286	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1247.545455	1227.428571	0	0	0	0
3936	3936	1	1	-0.125714286	-0.05	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1227.428571	1206.809524	0	0	0	0
3937	3937	1	1	-0.05	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1206.809524	1187.590909	0	0	0	0
3938	3938	1	1	0	-0.124761905	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1187.590909	1167.761905	0	0	0	0
3939	3939	1	1	-0.124761905	-0.051818182	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167.761905	1147.142857	0	0	0	0
3940	3940	1	1	-0.051818182	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1147.142857	1128.454545	0	0	0	0
3941	3941	1	1	0	-0.128181818	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1128.454545	1108.238095	0	0	0	0
3942	3942	1	1	-0.128181818	-0.052380952	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1108.238095	1088.318182	0	0	0	0
3943	3943	1	1	-0.052380952	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1088.318182	1069.761905	0	0	0	0
3944	3944	1	1	0	-0.125714286	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1069.761905	1050.380952	0	0	0	0
3945	3945	1	1	-0.125714286	-0.05	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050.380952	1030.190476	0	0	0	0
3946	3946	1	1	-0.05	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030.190476	1011.363636	0	0	0	0
3947	3947	1	1	0	-0.127272727	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011.363636	992.55	0	0	0	0
3948	3948	1	1	-0.127272727	-0.054285714	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992.55	972.7272727	0	0	0	0
3949	3949	1	1	-0.054285714	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972.7272727	954.7619048	0	0	0	0
3950	3950	1	1	0	-0.126666667	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954.7619048	935.7727273	0	0	0	0
3951	3951	1	1	-0.126666667	-0.053333333	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	935.7727273	915.4285714	0	0	0	0
3952	3952	1	1	-0.053333333	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915.4285714	897.4285714	0	0	0	0
3953	3953	1	1	0	-0.123809524	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897.4285714	878.3181818	0	0	0	0
3954	3954	1	1	-0.123809524	-0.051818182	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	878.3181818	859.1904762	0	0	0	0
3955	3955	1	1	-0.051818182	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	859.1904762	841.5454545	0	0	0	0
3956	3956	1	1	0	-0.125714286	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	841.5454545	822	0	0	0	0
3957	3957	1	1	-0.125714286	-0.051818182	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822	802.7142857	0	0	0	0
3958	3958	1	1	-0.051818182	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	802.7142857	785.0909091	0	0	0	0
3959	3959	1	1	0	-0.129090909	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785.0909091	765.5714286	0	0	0	0
3960	3960	1	1	-0.129090909	-0.052380952	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765.5714286	746.9545455	0	0	0	0
3961	3961	1	1	-0.052380952	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746.9545455	729.0952381	0	0	0	0
3962	3962	1	1	0	-0.128181818	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729.0952381	710.5714286	0	0	0	0
3963	3963	1	1	-0.128181818	-0.056190476	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710.5714286	691.7727273	0	0	0	0
3964	3964	1	1	-0.056190476	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	691.7727273	675.047619	0	0	0	0
3965	3965	1	1	0	-0.126363636	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675.047619	656.1363636	0	0	0	0
3966	3966	1	1	-0.126363636	-0.054545455	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656.1363636	636.7727273	0	0	0	0
3967	3967	1	1	-0.054545455	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636.7727273	619.8181818	0	0	0	0
3968	3968	1	1	0	-0.126363636	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619.8181818	601.6363636	0	0	0	0
3969	3969	1	1	-0.126363636	-0.053636364	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601.6363636	582.9090909	0	0	0	0
3970	3970	1	1	-0.053636364	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582.9090909	565.8181818	0	0	0	0
3971	3971	1	1	0	-0.125454545	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565.8181818	547.9047619	0	0	0	0
3972	3972	1	1	-0.125454545	-0.053636364	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547.9047619	529.0454545	0	0	0	0
3973	3973	1	1	-0.053636364	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529.0454545	511.6818182	0	0	0	0
3974	3974	1	1	0	-0.127272727	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511.6818182	493.4090909	0	0	0	0
3975	3975	1	1	-0.127272727	-0.053636364	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493.4090909	475.5454545	0	0	0	0
3976	3976	1	1	-0.053636364	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475.5454545	458.3636364	0	0	0	0
3977	3977	1	1	0	-0.126363636	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458.3636364	440.3809524	0	0	0	0
3978	3978	1	1	-0.126363636	-0.051818182	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440.3809524	421.9545455	0	0	0	0
3979	3979	1	1	-0.051818182	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421.9545455	404.7272727	0	0	0	0
3980	3980	1	1	0	-0.124761905	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404.7272727	387.2857143	0	0	0	0
3981	3981	1	1	-0.124761905	-0.050909091	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387.2857143	369.8571429	0	0	0	0
3982	3982	1	1	-0.050909091	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369.8571429	352.4090909	0	0	0	0
3983	3983	1	1	0	-0.128181818	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352.4090909	335.2857143	0	0	0	0
3984	3984	1	1	-0.128181818	-0.051818182	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335.2857143	316.7272727	0	0	0	0
3985	3985	1	1	-0.051818182	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316.7272727	300.1363636	0	0	0	0
3986	3986	1	1	0	-0.128181818	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300.1363636	282.4285714	0	0	0	0
3987	3987	1	1	-0.128181818	-0.053333333	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282.4285714	264.2727273	0	0	0	0
3988	3988	1	1	-0.053333333	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264.2727273	248.2380952	0	0	0	0
3989	3989	1	1	0	-0.124761905	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248.2380952	231.2272727	0	0	0	0
3990	3990	1	1	-0.124761905	-0.054545455	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.2272727	213.0952381	0	0	0	0
3991	3991	1	1	-0.054545455	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213.0952381	197.2727273	0	0	0	0
3992	3992	1	1	0	-0.125454545	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197.2727273	179.6190476	0	0	0	0
3993	3993	1	1	-0.125454545	-0.053636364	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.6190476	161.3181818	0	0	0	0
3994	3994	1	1	-0.053636364	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.3181818	145.3636364	0	0	0	0
3995	3995	1	1	0	-0.125454545	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.3636364	128.4285714	0	0	0	0
3996	3996	1	1	-0.125454545	-0.058095238	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.4285714	109.8636364	0	0	0	0
3997	3997	1	1	-0.058095238	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.8636364	94.66666667	0	0	0	0
3998	3998	1	1	0	-0.125454545	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.66666667	77.27272727	0	0	0	0
3999	3999	1	1	-0.125454545	-0.055238095	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.27272727	58.36363636	0	0	0	0
4000	4000	1	1	-0.055238095	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.36363636	42	0	0	0	0
4001	4001	1	1	0	-0.125714286	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	24.13636364	0	0	0	0
4002	4002	1	1	-0.125714286	-4.677272728	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.13636364	7.476190476	0	0	0	0
4003	4003	1	1	-4.677272728	-7.50095238	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.476190476	29.72727273	0	0	0	0
4004	4004	1	1	-7.50095238	-8.61	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.72727273	161.3333333	0	0	0	0
