Temperature Data
,242,242,40,242,40.00001222,242,40.00394509,242,40.00621966,242,40.00915127,242,40.0039522,242,40.00623261,242,40.00917221,242,40.82523119,242,41.55867151,242,40.20001676,242,40.16287502,242,40.13699369,242,40.08511952,242,40.03857605,242,40.05203452,242,40.05309617,242,40.0643111,242,40.56102126,242,40.56154716,242,40.00000213,242,40.18917502,242,40.03377122,242,40.03610609,242,40.13430861,242,40.13431287,242,40.14326473,242,40.14326799,242,40,242,41.36357232,242,41.49731166,242,41.46309352,242,41.4668746,242,41.46561424,242,41.36362086,242,41.49733111,242,41.46689164,242,41.46311269,242,41.46563199,242,41.6561038,242,41.37688158,242,41.18433094,242,41.0279387,242,41.4022194,242,41.40223376,242,41.31269804,242,41.07682501,242,41.59130457,242,41.71486349,242,41.68924735,242,41.69397636,242,41.69240002,242,41.59130736,242,41.71486746,242,41.69397926,242,41.68925243,242,41.69240365,242,41.65535476,242,41.44137543,242,41.50947747,242,41.6474731,242,41.64747604,242,41.58402832,242,41.32190532,242,41.74525222,242,41.78125679,242,41.75449525,242,41.75783025,242,41.75671858,242,41.74525662,242,41.78126281,242,41.75783526,242,41.75450171,242,41.75672408,242,41.6748496,242,41.56531469,242,41.62433047,242,41.70764217,242,41.70764661,242,41.63833797,242,41.4735805,242,41.77273793,242,41.67761677,242,41.76510446,242,41.74568141,242,41.74899178,242,41.74788832,242,41.77274453,242,41.67767313,242,41.76513027,242,41.74901487,242,41.7457059,242,41.74791188,242,41.69042938,242,41.6136527,242,41.65727278,242,41.71345604,242,41.7134751,242,41.66483716,242,41.54935313,242,41.59793419,242,41.0279387,242,41.78126281,
,243,243,40,243,40.00001215,243,40.00392276,243,40.00618338,243,40.00909749,243,40.00392993,243,40.00619645,243,40.00911863,243,40.82025337,243,41.5538851,243,40.20009677,243,40.16318873,243,40.13748823,243,40.08575575,243,40.03895367,243,40.05248016,243,40.05353632,243,40.06480043,243,40.55835882,243,40.55888739,243,40.00000211,243,40.18930988,243,40.03385912,243,40.03621932,243,40.13484744,243,40.13485167,243,40.14373281,243,40.14373604,243,40,243,41.35484312,243,41.48819866,243,41.45418183,243,41.45793671,243,41.45668508,243,41.35489185,243,41.48821816,243,41.45795379,243,41.45420104,243,41.45670287,243,41.65033985,243,41.3682434,243,41.17748056,243,41.02150689,243,41.39365791,243,41.3936723,243,41.30465579,243,41.07097281,243,41.58256809,243,41.7065609,243,41.68099666,243,41.68570224,243,41.68413372,243,41.58257086,243,41.70656487,243,41.68570514,243,41.68100175,243,41.68413734,243,41.64674201,243,41.43432711,243,41.50088796,243,41.63927936,243,41.63928229,243,41.57593704,243,41.31573046,243,41.73734093,243,41.77361395,243,41.74697225,243,41.75029366,243,41.74918652,243,41.73734535,243,41.77361997,243,41.75029867,243,41.74697871,243,41.74919202,243,41.66759744,243,41.55882624,243,41.61671976,243,41.70033167,243,41.70033612,243,41.63134037,243,41.46773164,243,41.76560452,243,41.67128193,243,41.75824263,243,41.7389611,243,41.74226014,243,41.74116046,243,41.76561105,243,41.67133836,243,41.75826836,243,41.74228315,243,41.73898553,243,41.74118395,243,41.68414444,243,41.60797783,243,41.65080705,243,41.70699611,243,41.70701511,243,41.65875557,243,41.54418918,243,41.59039858,243,41.02150689,243,41.77361997,
,244,244,40,244,40.00001207,244,40.00390068,244,40.00614753,244,40.0090444,244,40.00390791,244,40.00616072,244,40.00906573,244,40.8153416,244,41.54901454,244,40.20017974,244,40.16350197,244,40.13797825,244,40.08638847,244,40.03933168,244,40.05292549,244,40.05397721,244,40.06529022,244,40.55571283,244,40.55624406,244,40.0000021,244,40.18944752,244,40.03394669,244,40.03633227,244,40.13538114,244,40.13538534,244,40.14419729,244,40.14420049,244,40,244,41.34619518,244,41.47914581,244,41.44533874,244,41.44906765,244,41.44782468,244,41.34624411,244,41.47916534,244,41.44908477,244,41.44535801,244,41.44784251,244,41.64458745,244,41.35972878,244,41.17071414,244,41.01516747,244,41.38518243,244,41.38519685,244,41.2967239,244,41.06518245,244,41.57386903,244,41.69825875,244,41.67275834,244,41.67744048,244,41.67587977,244,41.57387178,244,41.69826272,244,41.67744338,244,41.67276344,244,41.6758834,244,41.6382084,244,41.42733015,244,41.49239627,244,41.63112182,244,41.63112475,244,41.56791565,244,41.30959145,244,41.72944205,244,41.76600284,244,41.73948496,244,41.74279285,244,41.74169022,244,41.72944649,244,41.76600886,244,41.74279786,244,41.73949144,244,41.74169572,244,41.66041319,244,41.55236752,244,41.60916607,244,41.693065,244,41.69306944,244,41.62439797,244,41.46188054,244,41.75851586,244,41.66498432,244,41.75142301,244,41.7322812,244,41.73556896,244,41.73447304,244,41.75852231,244,41.66504082,244,41.75144867,244,41.73559191,244,41.73230557,244,41.73449647,244,41.67791058,244,41.60229672,244,41.64438957,244,41.70057311,244,41.70059206,244,41.65270596,244,41.53897102,244,41.58291841,244,41.01516747,244,41.76600886,
,245,245,40,245,40.00001202,245,40.0038974,245,40.00612391,245,40.00902548,245,40.00390472,245,40.00613723,245,40.00904705,245,40.81196748,245,41.54456633,245,40.20028271,245,40.16382959,245,40.13846972,245,40.08701798,245,40.03970739,245,40.0533709,245,40.05444567,245,40.06582191,245,40.55373376,245,40.55427227,245,40.00000209,245,40.18969695,245,40.03406607,245,40.03647696,245,40.13594793,245,40.13595214,245,40.14468037,245,40.14468357,245,40,245,41.35572851,245,41.49207597,245,41.45818876,245,41.46251274,245,41.46107141,245,41.35577959,245,41.4920956,245,41.46252983,245,41.45820833,245,41.46108933,245,41.6582718,245,41.3791234,245,41.1762469,245,41.02054174,245,41.3990623,245,41.39907679,245,41.3114979,245,41.06297579,245,41.58859028,245,41.71187835,245,41.68614417,245,41.69155794,245,41.68975335,245,41.58859242,245,41.71188234,245,41.69156074,245,41.68614952,245,41.689757,245,41.65802876,245,41.43298605,245,41.50988318,245,41.64550335,245,41.6455063,245,41.58301452,245,41.30733897,245,41.74238467,245,41.78049747,245,41.75381767,245,41.75764254,245,41.75636758,245,41.7423897,245,41.78050348,245,41.75764746,245,41.75382429,245,41.75637307,245,41.67998931,245,41.55989201,245,41.62346281,245,41.70810781,245,41.70811225,245,41.63995688,245,41.45931193,245,41.77818408,245,41.66278129,245,41.76630423,245,41.74706428,245,41.75086762,245,41.74959984,245,41.77818855,245,41.66284534,245,41.76632998,245,41.75089058,245,41.74708887,245,41.74962334,245,41.69843021,245,41.61019214,245,41.66129714,245,41.71619105,245,41.71621006,245,41.66901752,245,41.5362938,245,41.59785483,245,41.02054174,245,41.78050348,
,246,246,40,246,40.000012,246,40.00390997,246,40.00611899,246,40.00904029,246,40.00391739,246,40.00613246,246,40.00906213,246,40.8104654,246,41.54099058,246,40.20042619,246,40.16418858,246,40.13896563,246,40.08764467,246,40.04008168,246,40.05381839,246,40.05494172,246,40.06639494,246,40.55313061,246,40.55367932,246,40.00000209,246,40.19007652,246,40.03421805,246,40.03665419,246,40.1365472,246,40.13655148,246,40.14518464,246,40.14518787,246,40,246,41.36822927,246,41.50784888,246,41.47374953,246,41.47860366,246,41.47698561,246,41.36828249,246,41.50786866,246,41.47862078,246,41.47376944,246,41.47700367,246,41.6733952,246,41.39981903,246,41.18464326,246,41.02768865,246,41.41525908,246,41.41527368,246,41.32809378,246,41.06450515,246,41.60587613,246,41.72830901,246,41.70230868,246,41.70836792,246,41.70634817,246,41.60587774,246,41.72831303,246,41.70837064,246,41.70231426,246,41.70635184,246,41.67959889,246,41.44200618,246,41.52947321,246,41.66242649,246,41.66242946,246,41.60040132,246,41.30935212,246,41.75826755,246,41.79793179,246,41.77091747,246,41.77519813,246,41.77377125,246,41.7582731,246,41.79793778,246,41.77520297,246,41.77092422,246,41.77377672,246,41.7008284,246,41.56998112,246,41.63990381,246,41.72545016,246,41.72545459,246,41.65721264,246,41.46039807,246,41.79972857,246,41.66542127,246,41.78373323,246,41.76425828,246,41.76851553,246,41.76709645,246,41.79973137,246,41.66549214,246,41.78375923,246,41.76853865,246,41.76428324,246,41.76712018,246,41.72024042,246,41.62004036,246,41.67971503,246,41.73382289,246,41.73384209,246,41.6868404,246,41.536124,246,41.61494897,246,41.02768865,246,41.79973137,
,247,247,40,247,40.00001201,247,40.0039362,247,40.00613448,247,40.00908684,247,40.00394374,247,40.00614813,247,40.00910899,247,40.8109975,247,41.5385944,247,40.20062993,247,40.16459547,247,40.13946925,247,40.08826894,247,40.04045559,247,40.05426981,247,40.05546392,247,40.06700655,247,40.55384145,247,40.55440173,247,40.00000209,247,40.1905992,247,40.03440166,247,40.03686301,247,40.1371766,247,40.137181,247,40.14571214,247,40.14571544,247,40,247,41.38178956,247,41.52486757,247,41.49040491,247,41.49579728,247,41.49399982,247,41.38184507,247,41.52488754,247,41.49581448,247,41.49042521,247,41.49401805,247,41.68888778,247,41.42005468,247,41.19514991,247,41.03601478,247,41.43226432,247,41.43227908,247,41.34508643,247,41.06957985,247,41.62429934,247,41.74599111,247,41.71964313,247,41.72635536,247,41.72411795,247,41.62430041,247,41.74599518,247,41.72635801,247,41.71964897,247,41.72412166,247,41.70106888,247,41.45364449,247,41.54946722,247,41.68037162,247,41.68037462,247,41.61859408,247,41.31550116,247,41.77536639,247,41.8166677,247,41.78916293,247,41.79390459,247,41.79232403,247,41.77537245,247,41.81667367,247,41.79390932,247,41.78916979,247,41.79232948,247,41.72139276,247,41.58186031,247,41.65715786,247,41.7436367,247,41.7436411,247,41.67488195,247,41.46500353,247,41.82222189,247,41.66896286,247,41.80210424,247,41.78227143,247,41.78698664,247,41.7854149,247,41.82222304,247,41.66904085,247,41.80213065,247,41.78701007,247,41.78229691,247,41.78543901,247,41.74183634,247,41.63104349,247,41.69832909,247,41.75203623,247,41.75205573,247,41.70490539,247,41.53825579,247,41.63275515,247,41.03601478,247,41.82222304,
,248,248,40,248,40.00001205,248,40.00397496,248,40.00617039,248,40.00916382,248,40.00398263,248,40.00618425,248,40.00918631,248,40.81365268,248,41.53757939,248,40.20091224,248,40.1650629,248,40.13998348,248,40.08889123,248,40.04083003,248,40.05472682,248,40.0560113,248,40.06765475,248,40.5555476,248,40.55611994,248,40.0000021,248,40.19127469,248,40.03461641,248,40.03710294,248,40.13783472,248,40.13783929,248,40.14626558,248,40.14626898,248,40,248,41.39558982,248,41.542187,248,41.50726165,248,41.51318713,248,41.51121197,248,41.39564772,248,41.54220723,248,41.51320446,248,41.50728241,248,41.51123044,248,41.70426532,248,41.43902303,248,41.2072972,248,41.04524405,248,41.44926192,248,41.44927686,248,41.36178109,248,41.07791877,248,41.64293972,248,41.76401229,248,41.73727019,248,41.74462772,248,41.74217521,248,41.64294028,248,41.76401641,248,41.74463031,248,41.73727631,248,41.74217898,248,41.72155073,248,41.46737491,248,41.56900418,248,41.69850105,248,41.6985041,248,41.63682546,248,41.32546208,248,41.79281285,248,41.83573473,248,41.80765711,248,41.81285429,248,41.8111219,248,41.7928194,248,41.83574067,248,41.81285893,248,41.8076641,248,41.81112732,248,41.7410309,248,41.59508195,248,41.67455887,248,41.76189623,248,41.76190062,248,41.69238125,248,41.47285142,248,41.84468031,248,41.6728593,248,41.82047499,248,41.80023167,248,41.80539802,248,41.8036759,248,41.8446799,248,41.67294454,248,41.82050196,248,41.80542189,248,41.8002578,248,41.80370053,248,41.76255391,248,41.6428034,248,41.71655769,248,41.77007774,248,41.77009766,248,41.72263707,248,41.54251376,248,41.65051947,248,41.04524405,248,41.84468031,
,249,249,40,249,40.00001212,249,40.00402478,249,40.00622578,249,40.00926904,249,40.0040326,249,40.00623986,249,40.00929191,249,40.8184031,249,41.53804434,249,40.20128852,249,40.16559753,249,40.14051052,249,40.089512,249,40.04120592,249,40.0551909,249,40.05658215,249,40.06833649,249,40.55777076,249,40.55835509,249,40.00000211,249,40.19210257,249,40.03486096,249,40.03737267,249,40.13851947,249,40.13852426,249,40.14684702,249,40.14685055,249,40,249,41.4081062,249,41.55809739,249,41.52266322,249,41.52909525,249,41.52695124,249,41.40816649,249,41.55811793,249,41.52911275,249,41.52268446,249,41.52696999,249,41.71826832,249,41.4549684,249,41.22014778,249,41.05466298,249,41.46465894,249,41.46467411,249,41.37669486,249,41.08904145,249,41.66008347,249,41.7806909,249,41.75354003,249,41.7615111,249,41.75885407,249,41.66008357,249,41.78069509,249,41.76151364,249,41.75354642,249,41.7588579,249,41.73918385,249,41.48214896,249,41.58632316,249,41.71518042,249,41.71518351,249,41.65350555,249,41.33863983,249,41.80897585,249,41.8534085,249,41.8247389,249,41.83036936,249,41.82849254,249,41.80898287,249,41.85341441,249,41.8303739,249,41.82474601,249,41.82849793,249,41.75811628,249,41.60863588,249,41.6906456,249,41.77866062,249,41.77866498,249,41.70828948,249,41.4834478,249,41.86531651,249,41.67595434,249,41.83716536,249,41.81651027,249,41.82210416,249,41.82023953,249,41.86531465,249,41.67604672,249,41.83719304,249,41.8221286,249,41.81653719,249,41.8202648,249,41.78069011,249,41.65438803,249,41.73293069,249,41.78638788,249,41.78640832,249,41.73858942,249,41.54861152,249,41.66668348,249,41.05466298,249,41.86531651,
,250,250,40,250,40.00001223,250,40.00408553,250,40.0063,250,40.00940232,250,40.00409351,250,40.00631432,250,40.0094256,250,40.82538347,250,41.54010509,250,40.20177523,250,40.166216,250,40.14105473,250,40.09013173,250,40.04158393,250,40.0556633,250,40.05717636,250,40.06905126,250,40.56041092,250,40.56100713,250,40.00000213,250,40.19310738,250,40.03513583,250,40.03767273,250,40.13923133,250,40.13923638,250,40.14746019,250,40.14746388,250,40,250,41.42155531,250,41.57509361,250,41.53914119,250,41.54610377,250,41.54378291,250,41.4216181,250,41.5751145,250,41.54612148,250,41.53916298,250,41.54380198,250,41.73368231,250,41.47152406,250,41.23515015,250,41.06575198,250,41.48116151,250,41.48117694,250,41.39273275,250,41.10317658,250,41.67841136,250,41.79853425,250,41.77098602,250,41.77959792,250,41.77672728,250,41.67841102,250,41.79853852,250,41.77960042,250,41.77099271,250,41.77673118,250,41.75759976,250,41.49936899,250,41.60470391,250,41.73311335,250,41.7331165,250,41.67152284,250,41.35519217,250,41.82632982,250,41.8721746,250,41.84295972,250,41.84904232,250,41.84701479,250,41.8263373,250,41.87218048,250,41.84904675,250,41.84296694,250,41.84702015,250,41.77632057,250,41.62426458,250,41.70819917,250,41.79669515,250,41.79669949,250,41.72563524,250,41.49691949,250,41.88705101,250,41.6796051,250,41.85464765,250,41.83367249,250,41.83971105,250,41.8376982,250,41.88704772,250,41.67970497,250,41.85467618,250,41.83973619,250,41.83370032,250,41.83772423,250,41.80006635,250,41.66767015,250,41.75070678,250,41.80379928,250,41.80382035,250,41.75593428,250,41.55678988,250,41.68407105,250,41.06575198,250,41.88705101,
,251,251,40,251,40.00001237,251,40.00415671,251,40.00639247,251,40.00956293,251,40.00416486,251,40.00640706,251,40.00958665,251,40.8346411,251,41.54370599,251,40.20253119,251,40.16692811,251,40.1416193,251,40.09075095,251,40.04196478,251,40.05614522,251,40.05779342,251,40.06979795,251,40.56335827,251,40.56396625,251,40.00000215,251,40.19431989,251,40.03544105,251,40.03800316,251,40.13997041,251,40.13997577,251,40.14810867,251,40.14811255,251,40,251,41.43519605,251,41.5922929,251,41.55584218,251,41.56333959,251,41.56084045,251,41.43526141,251,41.5923142,251,41.56335756,251,41.55586457,251,41.56085989,251,41.74984546,251,41.48772102,251,41.2518776,251,41.07816124,251,41.49793555,251,41.49795128,251,41.40910655,251,41.12020021,251,41.69701712,251,41.81667303,251,41.78876093,251,41.79801785,251,41.79493221,251,41.69701636,251,41.81667739,251,41.79802032,251,41.78876794,251,41.79493619,251,41.77579357,251,41.5185536,251,41.62321153,251,41.75145057,251,41.7514538,251,41.69004691,251,41.37492997,251,41.84405347,251,41.89116057,251,41.86147755,251,41.86801503,251,41.86583587,251,41.84406142,251,41.89116641,251,41.86801936,251,41.8614849,251,41.86584121,251,41.79474492,251,41.64149281,251,41.72645303,251,41.81518648,251,41.8151908,251,41.74366089,251,41.51314597,251,41.90890951,251,41.68347224,251,41.87207172,251,41.85089591,251,41.85738011,251,41.85521871,251,41.90890486,251,41.6835797,251,41.87210122,251,41.85740606,251,41.85092479,251,41.85524564,251,41.81977582,251,41.68220939,251,41.7691113,251,41.82151269,251,41.82153448,251,41.77392034,251,41.56699913,251,41.70187049,251,41.07816124,251,41.90890951,
,252,252,40,252,40.00001254,252,40.00423716,252,40.00650218,252,40.00974897,252,40.0042455,252,40.00651707,252,40.00977316,252,40.8460943,252,41.54884776,252,40.20359223,252,40.16773727,252,40.14220648,252,40.09137021,252,40.04234919,252,40.05663771,252,40.0584319,252,40.07057405,252,40.56632899,252,40.56694857,252,40.00000218,252,40.19575653,252,40.03577552,252,40.03836291,252,40.1407357,252,40.1407414,252,40.14879496,252,40.14879907,252,40,252,41.44755968,252,41.60803237,252,41.57113591,252,41.57914641,252,41.57647624,252,41.44762762,252,41.60805411,252,41.57916467,252,41.57115893,252,41.57649609,252,41.76523805,252,41.50167899,252,41.26936886,252,41.09110105,252,41.51336399,252,41.51338005,252,41.42424228,252,41.1396642,252,41.71419404,252,41.83345853,252,41.80523233,252,41.81510907,252,41.81181682,252,41.71419291,252,41.833463,252,41.81511152,252,41.80523966,252,41.8118209,252,41.79179282,252,41.53864352,252,41.64000553,252,41.76853342,252,41.76853672,252,41.70740972,252,41.39730381,252,41.86054336,252,41.90872036,252,41.87866455,252,41.88563932,252,41.88331439,252,41.86055174,252,41.90872619,252,41.88564355,252,41.87867203,252,41.88331971,252,41.81150768,252,41.65922659,252,41.74383285,252,41.83250246,252,41.83250676,252,41.76074732,252,41.53169298,252,41.92911102,252,41.68651459,252,41.88784465,252,41.86657925,252,41.87348979,252,41.87118628,252,41.92910511,252,41.68662959,252,41.88787526,252,41.87351669,252,41.86660928,252,41.87121422,252,41.83778181,252,41.69691795,252,41.78641316,252,41.83786954,252,41.83789214,252,41.79082719,252,41.57894614,252,41.71843908,252,41.09110105,252,41.92911102,
,253,253,40,253,40.00001275,253,40.00432695,253,40.00662859,253,40.00996041,253,40.00433549,253,40.00664378,253,40.0099851,253,40.8598984,253,41.55563641,253,40.20495693,253,40.16867346,253,40.14282253,253,40.09199014,253,40.04273771,253,40.05714169,253,40.05909184,253,40.07137942,253,40.56943543,253,40.57006662,253,40.00000222,253,40.19747015,253,40.03613988,253,40.03875262,253,40.1415286,253,40.14153469,253,40.14952391,253,40.14952828,253,40,253,41.46090433,253,41.62485913,253,41.58759026,253,41.59614365,253,41.59329252,253,41.46097497,253,41.62488137,253,41.59616225,253,41.58761397,253,41.59331283,253,41.78285428,253,41.51691355,253,41.28919722,253,41.10603743,253,41.5301593,253,41.53017573,253,41.4410081,253,41.16205739,253,41.73265375,253,41.85143286,253,41.82296431,253,41.83349503,253,41.82998479,253,41.73265226,253,41.85143744,253,41.83349747,253,41.82297198,253,41.82998897,253,41.80916032,253,41.56121498,253,41.65834821,253,41.78708864,253,41.78709203,253,41.72651188,253,41.42278079,253,41.87831257,253,41.92738946,253,41.89711793,253,41.90455371,253,41.90207512,253,41.87832139,253,41.92739526,253,41.90455785,253,41.89712556,253,41.90208042,253,41.83026049,253,41.67932926,253,41.76312968,253,41.85144643,253,41.85145072,253,41.77995008,253,41.55292613,253,41.95061341,253,41.69018826,253,41.90445834,253,41.88333731,253,41.89069591,253,41.88824304,253,41.95060626,253,41.69031112,253,41.90449018,253,41.89072385,253,41.88336861,253,41.88827211,253,41.85811173,253,41.71384205,253,41.80598295,253,41.85581245,253,41.85583597,253,41.81002183,253,41.5930179,253,41.73664654,253,41.10603743,253,41.95061341,
,254,254,40,254,40.00001299,254,40.00442581,254,40.00677125,254,40.01019667,254,40.00443456,254,40.00678677,254,40.01022191,254,40.87608068,254,41.56417172,254,40.20662088,254,40.16974593,254,40.14347131,254,40.09261138,254,40.04313088,254,40.05765801,254,40.05977292,254,40.07221335,254,40.57270105,254,40.5733439,254,40.00000226,254,40.19947882,254,40.03653427,254,40.03917245,254,40.14235018,254,40.1423567,254,40.15030021,254,40.15030486,254,40,254,41.47452256,254,41.64192395,254,41.60437135,254,41.61347558,254,41.61044084,254,41.47459598,254,41.64194674,254,41.61349457,254,41.60439579,254,41.61046164,254,41.8019,254,41.53238151,254,41.31091513,254,41.12258001,254,41.54747462,254,41.54749145,254,41.45855939,254,41.18726482,254,41.75150048,254,41.86975207,254,41.84112448,254,41.85231799,254,41.84858682,254,41.75149864,254,41.86975678,254,41.85232043,254,41.84113251,254,41.84859112,254,41.8268201,254,41.58579495,254,41.67725435,254,41.80625632,254,41.8062598,254,41.74647839,254,41.45122447,254,41.89655848,254,41.94634793,254,41.91602053,254,41.9239235,254,41.92128918,254,41.89656774,254,41.94635373,254,41.92392755,254,41.91602832,254,41.92129447,254,41.84995187,254,41.70128791,254,41.78351591,254,41.87117168,254,41.87117596,254,41.80039722,254,41.5767836,254,41.97246512,254,41.69419705,254,41.92112987,254,41.90037554,254,41.90818646,254,41.90558282,254,41.97245678,254,41.6943279,254,41.92116305,254,41.90821556,254,41.90040823,254,41.90561312,254,41.87964818,254,41.7324612,254,41.82688332,254,41.87448873,254,41.87451324,254,41.83058585,254,41.60919384,254,41.75563373,254,41.12258001,254,41.97246512,
,255,255,40,255,40.00001326,255,40.00453276,255,40.00692932,255,40.01045603,255,40.00454173,255,40.0069452,255,40.01048183,255,40.8945126,255,41.57447596,255,40.20857443,255,40.17095015,255,40.14415494,255,40.09323464,255,40.04352933,255,40.05818744,255,40.06047389,255,40.07307369,255,40.57590919,255,40.57656374,255,40.00000231,255,40.20177117,255,40.03695768,255,40.03962143,255,40.14320027,255,40.14320727,255,40.15112694,255,40.1511319,255,40,255,41.48696799,255,41.65758568,255,41.6198573,255,41.62949178,255,41.62628029,255,41.48704421,255,41.65760907,255,41.62951119,255,41.61988251,255,41.62630163,255,41.82056889,255,41.54613859,255,41.3334918,255,41.13988197,255,41.56366949,255,41.56368676,255,41.47525633,255,41.21476567,255,41.76902694,255,41.88678443,255,41.85808419,255,41.86991724,255,41.86597289,255,41.76902479,255,41.88678928,255,41.86991968,255,41.85809259,255,41.86597731,255,41.84272296,255,41.61126678,255,41.69481904,255,41.8243498,255,41.82435338,255,41.7655709,255,41.48203889,255,41.91368378,255,41.96399234,255,41.93375184,255,41.94210609,255,41.93932134,255,41.91369346,255,41.96399814,255,41.94211005,255,41.93375978,255,41.93932663,255,41.86849819,255,41.72390369,255,41.80332354,255,41.88997934,255,41.88998362,255,41.82030002,255,41.6028075,255,41.99288273,255,41.6975298,255,41.93633261,255,41.9160964,255,41.92434202,255,41.92159348,255,41.9928733,255,41.6976686,255,41.93636726,255,41.92437239,255,41.91613058,255,41.92162512,255,41.89998824,255,41.75150732,255,41.84712286,255,41.89211523,255,41.89214083,255,41.8504946,255,41.62715629,255,41.77367049,255,41.13988197,255,41.99288273,
,256,256,40,256,40.00001357,256,40.00464807,256,40.00710242,256,40.01073859,256,40.00465727,256,40.00711866,256,40.01076499,256,40.91539887,256,41.58664924,256,40.2108289,256,40.17232768,256,40.14488158,256,40.09386067,256,40.04393347,256,40.05873064,256,40.06119496,256,40.07396066,256,40.57925217,256,40.57991855,256,40.00000236,256,40.20440171,256,40.03741086,256,40.0401003,256,40.14408121,256,40.14408871,256,40.15201006,256,40.15201537,256,40,256,41.50051974,256,41.67442869,256,41.63664484,256,41.64684319,256,41.64344374,256,41.50059889,256,41.67445271,256,41.64686306,256,41.63667089,256,41.64346567,256,41.84222093,256,41.56163447,256,41.3586288,256,41.15942789,256,41.58147384,256,41.58149158,256,41.49396591,256,41.24528557,256,41.78797677,256,41.90509644,256,41.87643492,256,41.88894599,256,41.88477563,256,41.78797432,256,41.90510144,256,41.88894844,256,41.87644372,256,41.8847802,256,41.86042042,256,41.63938275,256,41.71432059,256,41.84413402,256,41.84413771,256,41.7867412,256,41.51597178,256,41.9322313,256,41.98287418,256,41.95294369,256,41.96177634,256,41.95883212,256,41.93224143,256,41.98287998,256,41.96178022,256,41.95295181,256,41.95883742,256,41.88966361,256,41.74920809,256,41.82541106,256,41.91074801,256,41.9107523,256,41.8428451,256,41.63157824,256,42.01486504,256,41.70168492,256,41.9525349,256,41.93315639,256,41.94186181,256,41.93896001,256,42.01485452,256,41.70183201,256,41.95257114,256,41.94189354,256,41.93319217,256,41.93899308,256,41.92356585,256,41.77330297,256,41.8703345,256,41.91181022,256,41.91183698,256,41.87347823,256,41.64745959,256,41.79372051,256,41.15942789,256,42.01486504,
,257,257,40,257,40.00001385,257,40.00475613,257,40.0072807,257,40.01101732,257,40.00476556,257,40.00729733,257,40.01104432,257,40.93413184,257,41.59935519,257,40.21313627,257,40.17369301,257,40.14559056,257,40.09448929,257,40.04434565,257,40.05928793,257,40.06191457,257,40.07484076,257,40.58026731,257,40.58094391,257,40.00000241,257,40.20660976,257,40.0378686,257,40.04058398,257,40.14496217,257,40.14497018,257,40.15292731,257,40.15293297,257,40,257,41.49552759,257,41.66905653,257,41.63150456,257,41.6416435,257,41.63826386,257,41.49560822,257,41.6690812,257,41.64166393,257,41.63153126,257,41.63828638,257,41.83573696,257,41.55057573,257,41.36799,257,41.16691802,257,41.57667852,257,41.57669674,257,41.48971382,257,41.26604773,257,41.7833433,257,41.90143065,257,41.8728897,257,41.88535675,257,41.88120107,257,41.78334102,257,41.90143581,257,41.88535931,257,41.8728987,257,41.88120577,257,41.85013602,257,41.65054821,257,41.70725745,257,41.84074189,257,41.8407457,257,41.78360675,257,41.53911326,257,41.92949399,257,41.98004962,257,41.95003593,257,41.95884333,257,41.95590753,257,41.92950415,257,41.98005545,257,41.95884722,257,41.95004411,257,41.95591285,257,41.88090179,257,41.7565101,257,41.82401391,257,41.90762334,257,41.90762765,257,41.83943789,257,41.65233353,257,42.0106425,257,41.69705911,257,41.94800836,257,41.92802293,257,41.93668879,257,41.93380017,257,42.01063225,257,41.69720947,257,41.94804618,257,41.93672194,257,41.92806019,257,41.93383469,257,41.91040278,257,41.77498497,257,41.86358834,257,41.90538379,257,41.90541172,257,41.86526351,257,41.66157415,257,41.78919336,257,41.16691802,257,42.0106425,
,258,258,40,258,40.00001411,258,40.00485552,258,40.0074564,258,40.01128592,258,40.00486517,258,40.0074734,258,40.01131352,258,40.95187161,258,41.61196286,258,40.21543337,258,40.17506965,258,40.14631929,258,40.09512059,258,40.04476589,258,40.05985818,258,40.06262734,258,40.07570603,258,40.57926294,258,40.57994861,258,40.00000246,258,40.20871489,258,40.03832458,258,40.04106617,258,40.14583683,258,40.14584533,258,40.15386907,258,40.15387508,258,40,258,41.48666334,258,41.65940788,258,41.62231515,258,41.63237515,258,41.62902182,258,41.48674534,258,41.65943319,258,41.63239614,258,41.62234249,258,41.62904493,258,41.82562748,258,41.53649971,258,41.3743014,258,41.17254002,258,41.56824971,258,41.5682684,258,41.48243361,258,41.28374196,258,41.77455132,258,41.89353019,258,41.86520237,258,41.87760496,258,41.87347076,258,41.77454924,258,41.8935355,258,41.87760762,258,41.86521156,258,41.8734756,258,41.83620968,258,41.6576728,258,41.69645497,258,41.8333519,258,41.83335582,258,41.77669738,258,41.55799111,258,41.92260911,258,41.97284414,258,41.94292019,258,41.9516883,258,41.9487656,258,41.92261929,258,41.97285001,258,41.9516922,258,41.94292845,258,41.94877095,258,41.86879989,258,41.76020783,258,41.81903307,258,41.9006085,258,41.90061283,258,41.83260253,258,41.66926327,258,42.00204268,258,41.68848799,258,41.9390927,258,41.91858259,258,41.92719422,258,41.92432368,258,42.00203276,258,41.68864139,258,41.93913208,258,41.92722877,258,41.91862131,258,41.92435962,258,41.89279357,258,41.77365792,258,41.85309803,258,41.89478562,258,41.8948147,258,41.85308169,258,41.67388322,258,41.78085199,258,41.17254002,258,42.00204268,
