Temperature Data
,60,60,40,60,40.00000348,60,40.00070772,60,40.00095165,60,40.00142304,60,40.00070781,60,40.00095176,60,40.0014232,60,40.23705128,60,40.26793407,60,40.01397232,60,40.00885941,60,40.00398015,60,40.00112829,60,40.00063609,60,40.0010943,60,40.00159218,60,40.00219879,60,40.14481866,60,40.14484492,60,40.00000061,60,40.0174165,60,40.00169616,60,40.00172081,60,40.00365409,60,40.00365427,60,40.00455703,60,40.00455715,60,40,60,40.4544958,60,40.50030587,60,40.48882073,60,40.49199554,60,40.49093727,60,40.45449842,60,40.50030636,60,40.49199591,60,40.48882134,60,40.49093772,60,40.43780623,60,40.47165805,60,40.39390245,60,40.33034007,60,40.47220006,60,40.47220043,60,40.44573951,60,40.35048951,60,40.51763346,60,40.52872286,60,40.52179695,60,40.52527609,60,40.52411638,60,40.5176331,60,40.52872291,60,40.52527606,60,40.52179716,60,40.52411643,60,40.52761046,60,40.45045776,60,40.50499867,60,40.51490341,60,40.51490346,60,40.50189289,60,40.40738144,60,40.52013129,60,40.51603419,60,40.50819275,60,40.51042847,60,40.50968323,60,40.52013163,60,40.51603424,60,40.51042846,60,40.5081929,60,40.50968327,60,40.49929005,60,40.43855092,60,40.49256246,60,40.49698131,60,40.49698134,60,40.47904367,60,40.38768261,60,40.51046675,60,40.42750193,60,40.49136721,60,40.48541976,60,40.48751538,60,40.48681684,60,40.51046596,60,40.42750694,60,40.49136797,60,40.48751602,60,40.48542056,60,40.48681754,60,40.49395244,60,40.40668779,60,40.47533875,60,40.47771609,60,40.47771666,60,40.46486422,60,40.33360468,60,40.48532331,60,40.33034007,60,40.52872291,
,61,61,40,61,40.00000384,61,40.00076141,61,40.00102499,61,40.00153773,61,40.00076152,61,40.00102511,61,40.00153791,61,40.26161958,61,40.28633388,61,40.01553843,61,40.00988774,61,40.00427329,61,40.00118333,61,40.00066967,61,40.00115385,61,40.00171262,61,40.00237149,61,40.15155926,61,40.15158794,61,40.00000067,61,40.01966701,61,40.00183282,61,40.00185874,61,40.00390005,61,40.00390026,61,40.00491282,61,40.00491296,61,40,61,40.47555278,61,40.52367402,61,40.5121274,61,40.51560507,61,40.51444585,61,40.4755557,61,40.52367455,61,40.51560547,61,40.51212807,61,40.51444634,61,40.4654032,61,40.49290216,61,40.42397249,61,40.35438169,61,40.4959895,61,40.4959899,61,40.46992561,61,40.3854873,61,40.54253334,61,40.55328471,61,40.54655979,61,40.55036954,61,40.54909962,61,40.54253293,61,40.55328478,61,40.55036951,61,40.54656003,61,40.54909968,61,40.55135138,61,40.4840246,61,40.53044219,61,40.54072945,61,40.5407295,61,40.52890912,61,40.44643435,61,40.54495027,61,40.54046084,61,40.53311113,61,40.53556449,61,40.53474671,61,40.54495065,61,40.54046089,61,40.53556448,61,40.5331113,61,40.53474675,61,40.52606581,61,40.46940671,61,40.52035375,61,40.52331843,61,40.52331847,61,40.50717944,61,40.42195538,61,40.53663707,61,40.44603107,61,40.51470884,61,40.50956187,61,40.51186381,61,40.5110965,61,40.53663617,61,40.44603677,61,40.5147097,61,40.51186454,61,40.50956277,61,40.51109728,61,40.52333309,61,40.43434185,61,40.50419735,61,40.50387182,61,40.50387245,61,40.49366934,61,40.35981275,61,40.51129078,61,40.35438169,61,40.55328478,
,62,62,40,62,40.00000417,62,40.00081314,62,40.00110184,62,40.00165418,62,40.00081326,62,40.00110198,62,40.00165439,62,40.28399295,62,40.30520837,62,40.01720052,62,40.0108799,62,40.00454447,62,40.00124249,62,40.00070614,62,40.00121899,62,40.00183574,62,40.00254665,62,40.1551705,62,40.1552016,62,40.00000073,62,40.02145013,62,40.00197405,62,40.0020013,62,40.00415799,62,40.00415823,62,40.00530323,62,40.00530339,62,40,62,40.47663256,62,40.52488003,62,40.51336547,62,40.51682018,62,40.51566861,62,40.47663572,62,40.52488061,62,40.51682061,62,40.5133662,62,40.51566914,62,40.46498873,62,40.48770002,62,40.43828748,62,40.3663824,62,40.49724576,62,40.49724619,62,40.47122918,62,40.41069919,62,40.54443117,62,40.55595398,62,40.54925853,62,40.55305942,62,40.55179246,62,40.54443073,62,40.55595405,62,40.55305939,62,40.5492588,62,40.55179253,62,40.5472338,62,40.50067935,62,40.52942474,62,40.54346942,62,40.54346948,62,40.53171565,62,40.47468681,62,40.54802595,62,40.54331752,62,40.53587459,62,40.53832246,62,40.53750651,62,40.54802636,62,40.54331757,62,40.53832244,62,40.53587477,62,40.53750655,62,40.52304376,62,40.48232809,62,40.52475312,62,40.52588448,62,40.52588451,62,40.50947187,62,40.44822919,62,40.53880908,62,40.44795008,62,40.51734957,62,40.51137074,62,40.51366105,62,40.51289761,62,40.53880812,62,40.4479563,62,40.51735052,62,40.51366186,62,40.51137174,62,40.51289849,62,40.51614293,62,40.44197371,62,40.50323333,62,40.50399371,62,40.50399442,62,40.49141986,62,40.37985787,62,40.51277713,62,40.3663824,62,40.55595405,
,63,63,40,63,40.00000448,63,40.00086091,63,40.00117872,63,40.00176853,63,40.00086105,63,40.00117888,63,40.00176877,63,40.30533372,63,40.3239178,63,40.01890307,63,40.0118613,63,40.00483095,63,40.00130581,63,40.00074541,63,40.00128937,63,40.00195814,63,40.00271894,63,40.15629842,63,40.15633191,63,40.00000078,63,40.02310237,63,40.00211621,63,40.00214488,63,40.00442331,63,40.00442358,63,40.00571981,63,40.00571999,63,40,63,40.47376217,63,40.52176697,63,40.51051305,63,40.51392936,63,40.51279059,63,40.47376559,63,40.52176761,63,40.51392984,63,40.51051384,63,40.51279117,63,40.46098954,63,40.47946314,63,40.44952913,63,40.37648313,63,40.49483784,63,40.49483831,63,40.46948513,63,40.43281621,63,40.54215121,63,40.55438157,63,40.54780622,63,40.55158222,63,40.55032356,63,40.54215074,63,40.55438165,63,40.55158219,63,40.54780651,63,40.55032363,63,40.53947503,63,40.51328821,63,40.52465936,63,40.54220752,63,40.54220758,63,40.53074609,63,40.49866743,63,40.54697544,63,40.54183836,63,40.53446828,63,40.53689986,63,40.53608933,63,40.54697588,63,40.54183841,63,40.53689983,63,40.53446847,63,40.53608938,63,40.51670086,63,40.49165952,63,40.52557309,63,40.52459128,63,40.52459131,63,40.50835374,63,40.47068769,63,40.53662,63,40.44576166,63,40.51551161,63,40.50880532,63,40.51107189,63,40.51031636,63,40.53661897,63,40.44576839,63,40.51551268,63,40.51107279,63,40.50880643,63,40.51031734,63,40.50456748,63,40.44662304,63,40.49856415,63,40.49992586,63,40.49992665,63,40.48525267,63,40.39809526,63,40.51044878,63,40.37648313,63,40.55438165,
,64,64,40,64,40.00000478,64,40.00090481,64,40.00125361,64,40.00187946,64,40.00090496,64,40.00125379,64,40.00187972,64,40.32600842,64,40.34232052,64,40.02062961,64,40.01284228,64,40.00514044,64,40.00137353,64,40.00078732,64,40.00136452,64,40.00207868,64,40.00288675,64,40.15632085,64,40.15635661,64,40.00000083,64,40.02472323,64,40.00225803,64,40.00228821,64,40.00469533,64,40.00469563,64,40.00615782,64,40.00615803,64,40,64,40.47095875,64,40.51856024,64,40.50779907,64,40.511189,64,40.51005903,64,40.47096241,64,40.51856093,64,40.51118952,64,40.50779993,64,40.51005966,64,40.45878021,64,40.47323609,64,40.4606657,64,40.38694837,64,40.4930566,64,40.49305711,64,40.46904596,64,40.45364733,64,40.53999682,64,40.55271511,64,40.54640759,64,40.55016989,64,40.54891579,64,40.53999632,64,40.55271521,64,40.55016986,64,40.5464079,64,40.54891587,64,40.53334362,64,40.52507182,64,40.52118455,64,40.54131714,64,40.54131721,64,40.53058635,64,40.52045346,64,40.54597842,64,40.54015505,64,40.53313521,64,40.53555807,64,40.53475045,64,40.54597889,64,40.54015511,64,40.53555805,64,40.53313542,64,40.5347505,64,40.5125877,64,40.50085418,64,40.52721034,64,40.52394125,64,40.5239413,64,40.50867653,64,40.49102749,64,40.53448507,64,40.44326956,64,40.51314672,64,40.50614608,64,40.50839541,64,40.50764563,64,40.53448399,64,40.44327678,64,40.5131479,64,40.50839641,64,40.50614731,64,40.50764671,64,40.49560974,64,40.45209993,64,40.49583961,64,40.49664345,64,40.49664432,64,40.48110647,64,40.41566097,64,40.50895699,64,40.38694837,64,40.55271521,
,65,65,40,65,40.00000508,65,40.00094535,65,40.00132561,65,40.0019865,65,40.00094551,65,40.0013258,65,40.00198679,65,40.3460149,65,40.3603545,65,40.02237077,65,40.01382271,65,40.00547156,65,40.00144585,65,40.00083174,65,40.00144398,65,40.00219701,65,40.00304968,65,40.15591948,65,40.15595743,65,40.00000088,65,40.02632244,65,40.00239902,65,40.0024308,65,40.0049743,65,40.00497463,65,40.00661397,65,40.0066142,65,40,65,40.4683349,65,40.5153679,65,40.50528373,65,40.50865327,65,40.50753009,65,40.46833879,65,40.51536865,65,40.50865383,65,40.50528465,65,40.50753077,65,40.45811397,65,40.46873235,65,40.47168788,65,40.39766831,65,40.49185445,65,40.49185501,65,40.46971752,65,40.47333803,65,40.53799861,65,40.55102621,65,40.54510637,65,40.54885999,65,40.54760879,65,40.5379981,65,40.55102631,65,40.54885997,65,40.54510671,65,40.54760888,65,40.52858608,65,40.53619325,65,40.51883551,65,40.54077394,65,40.54077402,65,40.53112181,65,40.54044053,65,40.54508726,65,40.53840336,65,40.53194213,65,40.5343599,65,40.53355398,65,40.54508776,65,40.53840342,65,40.53435988,65,40.53194235,65,40.53355403,65,40.51025281,65,40.50997027,65,40.52950766,65,40.52385521,65,40.52385525,65,40.51015863,65,40.50973365,65,40.53246723,65,40.44068847,65,40.51044626,65,40.50350429,65,40.50573921,65,40.50499424,65,40.53246611,65,40.44069617,65,40.51044756,65,40.50574032,65,40.50350564,65,40.50499542,65,40.48890356,65,40.45826843,65,40.49473245,65,40.4940902,65,40.49409116,65,40.47869185,65,40.43261188,65,40.50820082,65,40.39766831,65,40.55102631,
,66,66,40,66,40.00000536,66,40.0009831,66,40.00139445,66,40.00208954,66,40.00098327,66,40.00139467,66,40.00208985,66,40.36535789,66,40.377983,66,40.02412007,66,40.01480314,66,40.00582304,66,40.00152298,66,40.00087851,66,40.00152733,66,40.00231313,66,40.00320789,66,40.15537786,66,40.15541788,66,40.00000093,66,40.02790644,66,40.00253899,66,40.00257247,66,40.0052608,66,40.00526117,66,40.0070858,66,40.00708605,66,40,66,40.46595692,66,40.51227657,66,40.50301194,66,40.50636479,66,40.50524718,66,40.46596105,66,40.51227739,66,40.50636541,66,40.50301294,66,40.50524792,66,40.45877487,66,40.46570598,66,40.48259234,66,40.40855325,66,40.49118838,66,40.49118898,66,40.47133477,66,40.49202043,66,40.53618752,66,40.54937282,66,40.54393596,66,40.54768351,66,40.54643432,66,40.53618699,66,40.54937293,66,40.54768349,66,40.54393631,66,40.54643443,66,40.52499421,66,40.54678521,66,40.51747002,66,40.54055733,66,40.54055742,66,40.53225788,66,40.55895167,66,40.5443375,66,40.53668544,66,40.53093714,66,40.53335193,66,40.532547,66,40.54433802,66,40.53668551,66,40.53335191,66,40.53093737,66,40.53254706,66,40.50935245,66,40.51903971,66,40.53234461,66,40.52427012,66,40.52427017,66,40.51258154,66,40.52715268,66,40.53062667,66,40.43814791,66,40.50756806,66,40.50096897,66,40.50319107,66,40.50245037,66,40.53062552,66,40.43815609,66,40.50756948,66,40.50319228,66,40.50097043,66,40.50245166,66,40.484133,66,40.46501677,66,40.49497697,66,40.49221498,66,40.49221603,66,40.47776092,66,40.44900716,66,40.50809584,66,40.40855325,66,40.54937293,
,67,67,40,67,40.00000563,67,40.0010185,67,40.00146018,67,40.00218861,67,40.00101869,67,40.00146042,67,40.00218896,67,40.3840477,67,40.39518826,67,40.02587298,67,40.01578437,67,40.0061938,67,40.00160508,67,40.00092748,67,40.00161414,67,40.00242717,67,40.00336171,67,40.15481874,67,40.15486073,67,40.00000098,67,40.02947948,67,40.00267791,67,40.00271319,67,40.00555543,67,40.00555584,67,40.00757151,67,40.00757179,67,40,67,40.46386653,67,40.50935461,67,40.50101684,67,40.50435584,67,40.50324284,67,40.46387089,67,40.50935549,67,40.50435651,67,40.5010179,67,40.50324364,67,40.46057552,67,40.463947,67,40.49337836,67,40.41953044,67,40.4910193,67,40.49101995,67,40.47375745,67,40.50981064,67,40.53459018,67,40.54780165,67,40.54292221,67,40.54666538,67,40.54541765,67,40.53458964,67,40.54780177,67,40.54666536,67,40.54292259,67,40.54541777,67,40.52239784,67,40.55695337,67,40.51696569,67,40.54064967,67,40.54064976,67,40.53391635,67,40.57624661,67,40.54375425,67,40.53507792,67,40.53015468,67,40.53256803,67,40.53176358,67,40.54375479,67,40.53507799,67,40.53256801,67,40.53015493,67,40.53176365,67,40.50962106,67,40.52807969,67,40.53562819,67,40.52513492,67,40.52513497,67,40.51577394,67,40.54353857,67,40.52901369,67,40.43573452,67,40.50464085,67,40.49861057,67,40.5008211,67,40.50008426,67,40.52901251,67,40.43574315,67,40.5046424,67,40.50082243,67,40.49861216,67,40.50008567,67,40.48102743,67,40.47225055,67,40.49635588,67,40.49097106,67,40.49097221,67,40.4781018,67,40.46490001,67,40.50857079,67,40.41953044,67,40.55695337,
,68,68,40,68,40.0000059,68,40.00105194,68,40.00152297,68,40.00228385,68,40.00105214,68,40.00152323,68,40.00228423,68,40.40209893,68,40.41196585,68,40.02762633,68,40.01676725,68,40.00658286,68,40.00169231,68,40.00097852,68,40.00170407,68,40.00253933,68,40.0035116,68,40.15429874,68,40.1543426,68,40.00000103,68,40.03104439,68,40.00281582,68,40.002853,68,40.00585877,68,40.00585922,68,40.00806974,68,40.00807004,68,40,68,40.46209061,68,40.50665508,68,40.49932213,68,40.5026498,68,40.50154057,68,40.46209519,68,40.50665602,68,40.50265052,68,40.49932326,68,40.50154143,68,40.46335406,68,40.46327659,68,40.50404597,68,40.43054116,68,40.49131156,68,40.49131226,68,40.47686639,68,40.52680855,68,40.53322785,68,40.54635012,68,40.54208521,68,40.54582532,68,40.54457862,68,40.53322731,68,40.54635025,68,40.54582531,68,40.54208561,68,40.54457874,68,40.5206579,68,40.56678088,68,40.51721717,68,40.54103562,68,40.54103572,68,40.53603223,68,40.59253252,68,40.54335554,68,40.53363789,68,40.52961893,68,40.53203218,68,40.53122776,68,40.54335611,68,40.53363797,68,40.53203216,68,40.52961919,68,40.53122784,68,40.51085104,68,40.53709895,68,40.53928598,68,40.5264075,68,40.52640756,68,40.51960034,68,40.55908125,68,40.52766756,68,40.43351019,68,40.50176853,68,40.49648409,68,40.49868429,68,40.49795089,68,40.52766635,68,40.43351927,68,40.50177021,68,40.49868574,68,40.49648581,68,40.49795243,68,40.47935565,68,40.47988924,68,40.49869038,68,40.49031562,68,40.49031686,68,40.47953351,68,40.48033611,68,40.50956507,68,40.43054116,68,40.56678088,
,69,69,40,69,40.00000615,69,40.0010837,69,40.00158302,69,40.00237542,69,40.00108392,69,40.0015833,69,40.00237583,69,40.41952929,69,40.42832043,69,40.02937789,69,40.0177525,69,40.00698936,69,40.00178481,69,40.00103152,69,40.00179678,69,40.00264981,69,40.00365799,69,40.15384629,69,40.15389194,69,40.00000107,69,40.03260297,69,40.00295278,69,40.00299196,69,40.00617133,69,40.00617181,69,40.00857949,69,40.00857982,69,40,69,40.46064605,69,40.50421834,69,40.4979439,69,40.50126264,69,40.50015639,69,40.46065084,69,40.50421934,69,40.50126342,69,40.49794511,69,40.50015731,69,40.46697104,69,40.46354277,69,40.51459514,69,40.44153833,69,40.49203251,69,40.49203326,69,40.48056022,69,40.54309898,69,40.53211663,69,40.54504803,69,40.5414404,69,40.54517866,69,40.54393257,69,40.53211608,69,40.54504817,69,40.54517865,69,40.54144083,69,40.54393271,69,40.51966052,69,40.57633264,69,40.51813372,69,40.54170167,69,40.54170178,69,40.53855122,69,40.60797413,69,40.54315432,69,40.53240741,69,40.52934621,69,40.53176062,69,40.53095582,69,40.5431549,69,40.5324075,69,40.5317606,69,40.52934649,69,40.5309559,69,40.51287851,69,40.54610128,69,40.54326112,69,40.52805263,69,40.52805269,69,40.52395277,69,40.57392497,69,40.52661749,69,40.43152054,69,40.49903405,69,40.49463165,69,40.49682285,69,40.49609245,69,40.52661627,69,40.43153005,69,40.49903586,69,40.49682441,69,40.49463349,69,40.49609411,69,40.47892016,69,40.48786401,69,40.50183262,69,40.49020925,69,40.49021059,69,40.48190145,69,40.49535438,69,40.51102678,69,40.43152054,69,40.57633264,
,70,70,40,70,40.0000064,70,40.00111401,70,40.00164054,70,40.00246351,70,40.00111424,70,40.00164085,70,40.00246395,70,40.4363587,70,40.44426261,70,40.0311261,70,40.01874076,70,40.00741251,70,40.0018827,70,40.00108636,70,40.001892,70,40.00275884,70,40.00380135,70,40.15347702,70,40.15352438,70,40.00000111,70,40.0341564,70,40.00308886,70,40.00313015,70,40.00649354,70,40.00649406,70,40.00910006,70,40.00910041,70,40,70,40.4595424,70,40.50207422,70,40.4968921,70,40.50020426,70,40.49910021,70,40.4595474,70,40.50207529,70,40.5002051,70,40.49689338,70,40.49910119,70,40.47130651,70,40.46461628,70,40.52502546,70,40.45248446,70,40.49315219,70,40.49315299,70,40.48475267,70,40.55875344,70,40.53126801,70,40.54391887,70,40.54099943,70,40.544737,70,40.54349114,70,40.53126745,70,40.54391903,70,40.54473699,70,40.54099988,70,40.54349129,70,40.519312,70,40.58565903,70,40.51963701,70,40.5426357,70,40.54263582,70,40.54142768,70,40.62270227,70,40.54315962,70,40.53141685,70,40.52934684,70,40.53176362,70,40.53095803,70,40.54316022,70,40.53141695,70,40.53176361,70,40.52934713,70,40.53095812,70,40.51557294,70,40.55508761,70,40.54750856,70,40.53004038,70,40.53004045,70,40.5287445,70,40.58818068,70,40.5258841,70,40.42979925,70,40.49650279,70,40.49308465,70,40.49526827,70,40.4945404,70,40.52588287,70,40.42980918,70,40.49650474,70,40.49526996,70,40.49308662,70,40.49454218,70,40.47955224,70,40.49611607,70,40.50565974,70,40.49061561,70,40.49061705,70,40.48507351,70,40.50998808,70,40.51291114,70,40.42979925,70,40.58565903,
,71,71,40,71,40.00000663,71,40.00114307,71,40.00169575,71,40.00254832,71,40.00114331,71,40.00169608,71,40.00254879,71,40.45260842,71,40.45980668,71,40.03286984,71,40.01973249,71,40.00785162,71,40.00198611,71,40.00114294,71,40.00198947,71,40.00286666,71,40.00394212,71,40.15320014,71,40.15324915,71,40.00000115,71,40.0357054,71,40.00322415,71,40.00326766,71,40.00682578,71,40.00682633,71,40.00963091,71,40.00963129,71,40,71,40.45878369,71,40.50024392,71,40.49617168,71,40.49947957,71,40.49837694,71,40.45878889,71,40.50024506,71,40.49948046,71,40.49617304,71,40.49837799,71,40.47625739,71,40.46638718,71,40.53533616,71,40.46334989,71,40.49464298,71,40.49464383,71,40.48937017,71,40.57383213,71,40.53068954,71,40.54298094,71,40.54077083,71,40.54450886,71,40.54326285,71,40.53068898,71,40.54298111,71,40.54450886,71,40.5407713,71,40.54326301,71,40.51953484,71,40.59479908,71,40.52165928,71,40.54382666,71,40.54382679,71,40.54462292,71,40.63682102,71,40.54337753,71,40.53068755,71,40.52962645,71,40.53204682,71,40.53124003,71,40.54337814,71,40.53068766,71,40.53204681,71,40.52962676,71,40.53124013,71,40.51882958,71,40.56405715,71,40.55199225,71,40.53234499,71,40.53234507,71,40.53390544,71,40.60193471,71,40.52548097,71,40.42837075,71,40.49422546,71,40.49186564,71,40.49404321,71,40.49331735,71,40.52547973,71,40.42838109,71,40.49422754,71,40.49404501,71,40.49186774,71,40.49331925,71,40.48110756,71,40.50459525,71,40.51006925,71,40.49150113,71,40.49150267,71,40.48893679,71,40.52426591,71,40.51517926,71,40.42837075,71,40.59479908,
,72,72,40,72,40.00000686,72,40.00117102,72,40.00174883,72,40.00263004,72,40.00117128,72,40.00174918,72,40.00263055,72,40.46830053,72,40.47496903,72,40.03460834,72,40.02072804,72,40.00830604,72,40.00209514,72,40.00120117,72,40.00208897,72,40.0029735,72,40.00408075,72,40.15302122,72,40.15307182,72,40.00000119,72,40.03725042,72,40.00335874,72,40.00340458,72,40.00716837,72,40.00716896,72,40.01017167,72,40.01017208,72,40,72,40.45836957,72,40.49874155,72,40.49578358,72,40.49908945,72,40.49798749,72,40.45837498,72,40.49874277,72,40.4990904,72,40.49578501,72,40.4979886,72,40.4817352,72,40.46876173,72,40.54552623,72,40.47411142,72,40.49647937,72,40.49648027,72,40.4943499,72,40.58838581,72,40.5303855,72,40.54224825,72,40.54076051,72,40.54450017,72,40.54325361,72,40.53038495,72,40.54224843,72,40.54450017,72,40.540761,72,40.54325378,72,40.52026447,72,40.60378292,72,40.52414177,72,40.54526435,72,40.54526449,72,40.54810396,72,40.6504134,72,40.54381173,72,40.53023377,72,40.53018709,72,40.53261221,72,40.53180384,72,40.54381236,72,40.53023389,72,40.53261221,72,40.53018742,72,40.53180395,72,40.52256367,72,40.57300819,72,40.55668308,72,40.53494398,72,40.53494407,72,40.53937851,72,40.61525488,72,40.52541588,72,40.42725203,72,40.49224052,72,40.49098986,72,40.49316295,72,40.49243858,72,40.52541464,72,40.42726277,72,40.49224275,72,40.49316487,72,40.4909921,72,40.49244062,72,40.48346258,72,40.51325885,72,40.51497531,72,40.49283471,72,40.49283635,72,40.49339467,72,40.53821287,72,40.51779712,72,40.42725203,72,40.60378292,
,73,73,40,73,40.00000709,73,40.00119801,73,40.00179995,73,40.0027089,73,40.00119829,73,40.00180032,73,40.00270944,73,40.48345737,73,40.48976711,73,40.03634103,73,40.02172764,73,40.00877519,73,40.00220987,73,40.00126097,73,40.00219032,73,40.00307957,73,40.00421764,73,40.15294347,73,40.15299561,73,40.00000123,73,40.03879171,73,40.00349274,73,40.00354101,73,40.00752157,73,40.0075222,73,40.01072208,73,40.01072252,73,40,73,40.45829632,73,40.49757545,73,40.4957255,73,40.49903156,73,40.49792954,73,40.45830193,73,40.49757674,73,40.49903257,73,40.495727,73,40.49793071,73,40.48766399,73,40.47165989,73,40.55559455,73,40.48475107,73,40.49863771,73,40.49863866,73,40.49963811,73,40.60245741,73,40.53035746,73,40.54173119,73,40.54097223,73,40.54471468,73,40.5434672,73,40.53035691,73,40.54173139,73,40.54471469,73,40.54097274,73,40.54346738,73,40.52144673,73,40.61263381,73,40.52703333,73,40.54693921,73,40.54693935,73,40.55184242,73,40.66354588,73,40.54446406,73,40.5300643,73,40.53102802,73,40.53345905,73,40.53264871,73,40.5444647,73,40.53006443,73,40.53345906,73,40.53102836,73,40.53264883,73,40.52670617,73,40.58193854,73,40.5615572,73,40.53781753,73,40.53781762,73,40.54511696,73,40.62819501,73,40.52569204,73,40.42645403,73,40.49057631,73,40.49046656,73,40.49263678,73,40.49191337,73,40.5256908,73,40.42646518,73,40.49057868,73,40.49263883,73,40.49046893,73,40.49191553,73,40.48651143,73,40.52207061,73,40.52030579,73,40.4945875,73,40.49458925,73,40.49836449,73,40.551851,73,40.5207348,73,40.42645403,73,40.61263381,
,74,74,40,74,40.0000073,74,40.00122415,74,40.00184929,74,40.00278508,74,40.00122444,74,40.00184968,74,40.00278566,74,40.49810125,74,40.50421867,74,40.03806754,74,40.02273143,74,40.00925854,74,40.00233041,74,40.00132226,74,40.00229336,74,40.00318511,74,40.0043532,74,40.15296845,74,40.1530221,74,40.00000127,74,40.04032941,74,40.00362624,74,40.00367705,74,40.00788562,74,40.00788629,74,40.01128198,74,40.01128245,74,40,74,40.45855755,74,40.49674925,74,40.49599259,74,40.49930098,74,40.49819819,74,40.45856335,74,40.49675061,74,40.49930206,74,40.49599417,74,40.49819943,74,40.49397858,74,40.47501313,74,40.56554007,74,40.49525517,74,40.50109606,74,40.50109707,74,40.50518878,74,40.61608356,74,40.5306047,74,40.54143722,74,40.54140794,74,40.54515435,74,40.54390554,74,40.53060417,74,40.54143743,74,40.54515437,74,40.54140847,74,40.54390574,74,40.5230358,74,40.62136968,74,40.53028938,74,40.54884219,74,40.54884234,74,40.55581376,74,40.67627199,74,40.54533483,74,40.53018363,74,40.53214636,74,40.53458442,74,40.53377173,74,40.54533548,74,40.53018377,74,40.53458443,74,40.53214672,74,40.53377186,74,40.53120039,74,40.59084583,74,40.56659493,74,40.54094794,74,40.54094804,74,40.5510822,74,40.64079819,74,40.52630897,74,40.42598276,74,40.48925278,74,40.49030009,74,40.49246908,74,40.49174608,74,40.52630773,74,40.42599429,74,40.48925528,74,40.49247126,74,40.4903026,74,40.49174837,74,40.49016325,74,40.53099974,74,40.52599984,74,40.4967327,74,40.49673455,74,40.50377541,74,40.56519982,74,40.5239658,74,40.42598276,74,40.62136968,
,75,75,40,75,40.00000751,75,40.00124953,75,40.00189699,75,40.00285879,75,40.00124984,75,40.00189741,75,40.00285941,75,40.51225414,75,40.51834122,75,40.03978761,75,40.02373947,75,40.00975559,75,40.00245683,75,40.001385,75,40.00239795,75,40.00329034,75,40.00448781,75,40.15309646,75,40.15315159,75,40.00000131,75,40.04186357,75,40.00375933,75,40.00381279,75,40.0082607,75,40.00826141,75,40.01185123,75,40.01185172,75,40,75,40.45914483,75,40.49626279,75,40.49657799,75,40.49989079,75,40.49878653,75,40.45915083,75,40.49626423,75,40.49989193,75,40.49657964,75,40.49878783,75,40.50062306,75,40.47876262,75,40.57536186,75,40.50561352,75,40.50383399,75,40.50383505,75,40.51096237,75,40.62929568,75,40.53112472,75,40.5413713,75,40.54206806,75,40.5458196,75,40.54456909,75,40.53112419,75,40.54137153,75,40.54581963,75,40.54206862,75,40.54456929,75,40.52499263,75,40.63000438,75,40.53387087,75,40.55096467,75,40.55096483,75,40.55999655,75,40.68863512,75,40.54642313,75,40.53059293,75,40.53353759,75,40.53598377,75,40.53516837,75,40.54642381,75,40.53059308,75,40.53598379,75,40.53353796,75,40.53516851,75,40.53599948,75,40.59972767,75,40.57177976,75,40.54431927,75,40.54431939,75,40.55724221,75,40.65309927,75,40.52726328,75,40.42584018,75,40.48828297,75,40.49049083,75,40.49266023,75,40.4919371,75,40.52726205,75,40.42585209,75,40.48828562,75,40.49266254,75,40.49049348,75,40.49193952,75,40.49434,75,40.54002018,75,40.53200599,75,40.49924536,75,40.49924731,75,40.50956673,75,40.5782768,75,40.52746651,75,40.42584018,75,40.63000438,
,76,76,40,76,40.00000771,76,40.00127426,76,40.0019432,76,40.00293022,76,40.00127458,76,40.00194364,76,40.00293088,76,40.5259375,76,40.53215181,76,40.04150106,76,40.02475176,76,40.01026588,76,40.00258919,76,40.00144911,76,40.00250398,76,40.00339545,76,40.00462183,76,40.15332685,76,40.15338343,76,40.00000134,76,40.0433942,76,40.00389212,76,40.00394833,76,40.00864697,76,40.00864771,76,40.01242974,76,40.01243027,76,40,76,40.46004817,76,40.4961129,76,40.49747327,76,40.50079249,76,40.49968608,76,40.46005436,76,40.49611441,76,40.50079369,76,40.497475,76,40.49968746,76,40.50754943,76,40.4828577,76,40.58505928,76,40.51581876,76,40.50683244,76,40.50683356,76,40.5169249,76,40.64212103,76,40.53191349,76,40.54153631,76,40.54295177,76,40.54670961,76,40.545457,76,40.53191297,76,40.54153655,76,40.54670965,76,40.54295234,76,40.54545721,76,40.52728366,76,40.63854862,76,40.53774354,76,40.55329836,76,40.55329853,76,40.56437198,76,40.70067069,76,40.5477271,76,40.53129075,76,40.53519595,76,40.53765131,76,40.53683285,76,40.54772779,76,40.53129092,76,40.53765134,76,40.53519634,76,40.536833,76,40.54106441,76,40.60858175,76,40.57709772,76,40.54791705,76,40.54791717,76,40.56357019,76,40.66512673,76,40.52854931,76,40.426025,76,40.48767428,76,40.49103598,76,40.4932074,76,40.49248359,76,40.52854809,76,40.4260373,76,40.48767708,76,40.49320983,76,40.49103876,76,40.49248614,76,40.49897451,76,40.54910989,76,40.53828058,76,40.50210221,76,40.50210427,76,40.5156863,76,40.59109768,76,40.53121581,76,40.426025,76,40.63854862,
